,DLC,Review,Recommend_Socre
688,모두함께 놀아요 리뷰,10/10,Recommended
689,모두함께 놀아요 리뷰,"This isn't worth it even at 50% off, but you already know that :^)",Not Recommended
690,모두함께 놀아요 리뷰,"The Good
A pretty exciting and sometimes broken club mechanic. You could do so many things with it!
A big, beautiful new world, although with the same problems as the base game of not being customizable as in the Sims 3.
Many new things that can be done, new ways to take your Sims on adventures. This can be very fun and fulfilling if you set up your clubs properly.
The Okay
Surprisingly, there are not many bugs that I have encountered with this pack, although it still has its fair share.
New WooHoo and closet features included - they are pretty standard across packs and this one does not feel extra special.

If you're looking to take your Sims on a club adventure, then wait for a (at least 30%) sale and get it - you'll feel pretty thrilled with it and the possibilities that clubs can bring. The only problem: clubs (and possibly the new world) are basically the only big thing that you can get from this pack. The rest is just extra bluff. Nonetheless, it can be an entertaining addition, so I would recommend it during a pack sale.",Recommended
691,모두함께 놀아요 리뷰,"I want to give a proper review of this pack since there doesn't seem to be much talk about the different uses for the clubs system. If you enjoy long-term gameplay and storylines like me, this pack is essential. I've seen mixed reviews about the clubs system, but I actually consider it to be a great feature. It has a decent amount of customization that allows you to use it in a few different ways:

Practicality
Clubs can make routines like housechores, homework, or skill-building easier, since members will autonomously go do that stuff. Or, if you want to build a painting moneymaking machine off the backs of your slaves fellow club members, you can do stuff like that too.


You can make clubs that represent the different friend groups/ factions in your gameplay. It's especially useful when you have a lot of different sims/ relationships to manage.


Clubs can gather autonomously at certain venues (whatever's set in their settings), even if you aren't currently controlling anyone in that club. Want to see a group of shabby-looking drunkards meeting up at the local bar? How about a group of wealthy Snobs that go to museums and judge other people's work? Or maybe you want a group of vampires that autonomously hunts sims down and cause general mayhem? Want to turn all lounge venues into a fighting warzone between two opposing factions? You can do that too. Autonomous clubs can really put some life into otherwise generic venues.


Other than the clubs system, I love the build and CAS items, and Windenburg is definitely my favorite town. Highly recommend this pack if you play TS4 with storylines--ESPECIALLY for long-term. That being said, only buy it on sale, $40 is a rip-off for any Sims 4 DLC.",Recommended
692,모두함께 놀아요 리뷰,"Love the clothing, hair and build mode options. I've been using it a lot.",Recommended
693,모두함께 놀아요 리뷰,"Great expansion, the world is AMAZING! So pretty, but I wish the gameplay included with the pack had more depth. 8/10.",Recommended
694,모두함께 놀아요 리뷰,it cool,Recommended
695,모두함께 놀아요 리뷰,"Packs like this, Parenthood, Eco Living, and more are proof that packs that add mechanics should just add the mechanics for free. The fact that things like toddlers, calendars, and the moon phase tracker are even in the game or added later for lazy/lame excuses shows that all the price tags do is remove the pay wall. The content is always updated into the game and EA's track record of anti-consumer business practices can't convince me otherwise.",Not Recommended
696,모두함께 놀아요 리뷰,Good,Recommended
697,모두함께 놀아요 리뷰,"Over 1800 hours into Sims 4 and owning all the available DLC's, this is my take:

If you just got into Sims 4, I would recommend getting 2 Expansion Packs first rather than the other ones. They are City Living and this one: Get Together. But if you don't care too much about lots, then get the Seasons DLC along with Get Together because the snow is just awesome with this town.

This Expansion Pack literally packs ALOT. Watch the youtube vids. Read the reviews. There's so much to unload in this pack. Windenburg, the town/plaza is probably the best looking out of all the DLC's. Reading the reviews on here, I noticed people are focus on the activities and things to do rather than building things. I think this DLC has the best building items, even more so than the Cottage pack etc. Therefore you can spend weeks or even months building your town. There's a good amount of Lots too. IMO this DLC is on par with the City Living Pack as far as the activities go. Actually, the Get Together DLC works so well with the City Living DLC because both have great night life activities. Set clubs up for both those DLC's like clubbing, dancing, singing etc.

There are cool small details too. This DLC also has great music to your game.",Recommended
698,모두함께 놀아요 리뷰,"Seriously underrated. While the clubs are not my favorite, the world and characters are all great. There's a lot of fun variety and story telling here, and the WORLD.

THE WORLD IS HUGE. I ended up redoing a whole neighborhood and moving characters into different areas to make way for custom, new sims that I made. There is so much room to play here.

The clubs are basic. It won't feel like a real addition to the game because it just harnesses old gameplay and the clubs are very small, but they definitely can be used to your advantage if you design one well. It is helpful to dictate how other sims act sometimes, and I could see this adding a lot to teen/child gameplay.",Recommended
699,모두함께 놀아요 리뷰,"The best part of the pack is definitely the clothes, accessories, and hair options. I have yet to try the clubs (mostly because the options that come with the pack are pretty lame). I attempted to start my own club but it was kind of confusing and not very user friendly. This expansion pack is definitely not worth the price, and you're better off buying some of the smaller packs (Movie Night, Throwback Fit kit) to get the types of items that come with this one.",Not Recommended
700,모두함께 놀아요 리뷰,"I really love this pack, Windenburg is my favourite location and I never play anywhere else at this point. Lots of nice new furniture as well. A must-need in my opinion!",Recommended
701,모두함께 놀아요 리뷰,Chinese New Year！,Not Recommended
702,모두함께 놀아요 리뷰,"HAPPY CHINESE NEW YEAR!!!!!!!!!!!!!!!!!!!!!!
Lunar New Year is originated from China, NOT Korea. And as influenced by traditional Chinese culture in history, other Asian countries such as Singapore, Malaysia and Indonesia also celebrate Chinese New Year. However, this cultural diffusion should not be the reason for your company to de-sinicize Chinese New Year with characters wearing Korean Costumes on the official poster. It is a politicized performance and entirely misleading!",Not Recommended
703,모두함께 놀아요 리뷰,Very Fun Making Groups and doing gatherings,Recommended
704,모두함께 놀아요 리뷰,"I LOVE this pack. It's so good. The CAS items are good, the world is beautiful, the game play is amazing.
SO MUCH FUN. I would 100% recommend that you get this pack, it adds so much to the game.",Recommended
705,모두함께 놀아요 리뷰,"Get Together is one of the strongest pack in The Sims 4.

Windenburg is a European themed world. It's spectacular!

Some of the new features of this pack is

THE CLUB SYSTEM - Good way to make friends with the other sims, build relationship with them.
CAFE LOTS - You can build a cafe in the game. If you're a coffee lover, then you gonna like it.
NEW DANCING SKILL

There are lots of things to do in this expansion pack.

If you're looking for an in depth review kindly check this link:



Overall, this DLC is a must have.",Recommended
706,모두함께 놀아요 리뷰,"I was rather hesitant to buy this pack. Honestly I didn't think it would add that much to the game. I'd already played every expansion pack up to the release of Cottage Living and played a good chunk of them. It turns out that this pack is really good. Dancing has been expanded, so it's a skill now. You can be DJ, however, I was disappointed that it was not a career. It really doesn't pay well, from what I've seen so far. I think it would've made an interesting job, and this pack doesn't even include any new careers. This pack mostly focuses on hanging out and doing fun things with other sims, as the name implies. You can turn lots into nightclubs, club hangouts, coffee bars, etc. There's even a giant haunted maze in the new town of Windenburg. Being a club leader is pretty fun. You customize how everyone looks, what skills are boosted during gatherings, who to kick out, who to accept, make the rules, etc.

This is great pack, get it on sale!",Recommended
707,모두함께 놀아요 리뷰,"Other than having more places to hang out in the communities, I haven't noticed a big change in game play. My current household tends to be homebodies and not need to go out (it's how I've built them), but I'm sure with other households I would get more use out of it. I wish I had bought expansion kits before I bought this pack,",Recommended
708,모두함께 놀아요 리뷰,"BUY IT ON SALE IS HIGHLY RECOMMENDED!
You can join or create a club and there's some requirement skill level to join a club, depend on what club u wanna join.

I recommend u guys buy in bundle for an extra 15% discount.
Items included in this bundle:
> Expansion Pack - Get Together
> Game Pack - Dine Out
> Stuff Pack - Movie Hangout
> Stuff Pack - Bowling Night",Recommended
709,모두함께 놀아요 리뷰,"Meh. I got this on sale bundled with some other packs. I can see the potential if you need a super-social bunch of sims all interacting at the same time BUT it's mostly just more tedious time-consuming. I'd rather watch my sim get super fat then exercise it all off than sit through another one of these club meet ups. Definitely not worth full price, not really worth on sale price either. Definitely NOT ""OMG must have"" expansion.

The neighborhood map is nice though [fancy, lots of social stuff].",Not Recommended
710,모두함께 놀아요 리뷰,"This has to be my favourite pack, just for the map and the variety of build&buy objects. I swear, the map is stunning with many building spots (including 2 massive ones).
There’s an island with 4 or 5 lots and many fishing spots with beautiful sights. It’s like semi-open. It might challenge your building style, it’s fun. The map also has a more rural Irish/Scottish/Bretagne set of lots. Finally, you have the downtown part that could be typical of France, Belgium, Germany, Switzerland... depending on how you build it. It’s very good to have something that doesn’t have an average north american suburbia vibe.

As for the gameplay, the club feature is a little underwhelming. Paired with City Living/University/Get Famous, it could be nice. Otherwise it’s just « painting club », « fishing club », « dancing club ». I’ve seen youtube walkthroughs that show how the clubs can lead to funny rivalry moments. But it doesn’t happen unless you focus your gameplay on clubs for a good while.

Is it worth €40? No. None of the Sims 4 is worth that much money, in my opinion. Wait for a discount to get this nice pack for half the price.",Recommended
711,모두함께 놀아요 리뷰,The extra neighbourhood you get with this is amazing,Recommended
712,모두함께 놀아요 리뷰,"Get Together and Liven Up Your Usual Sims Life

The Sims Team have really outdone themselves this time with this pack! This breathtaking world of Windenburg introduced seven new neighborhoods. Every one of these seven neighborhoods has its own beauty and charm!

The Old Town is a mixture of venues and residential lots. It features some beautiful landmarks such as the chess garden area and a huge sculpture of what appears to be the founder of the Old Town. The modern Business District is filled with fountains and attractive venues such as the Nightclub, The Gym, The Cafe and The Pool Venue. The Rural Neighborhood has more beautiful and attractive areas which include fishing spots, a windmill, and other magical areas that I will leave up to you to discover. The Island is an isolated neighborhood. It is surrounded by another island that your Sim can also visit; the Island Bluff. The addition of the woohoo bush in the center of the island was a nice touch and makes it a great place for your Sims to go on a date and engage in some romance.

brings so much to the game in the ways that I could never imagine it would. I love how your Sim does not need to be always in control of the clubs or to be the instigator for every events. The other sims can contact your Sim out of the blue and invite them out to somewhere and occasionally the text you send to a Sim may lead to an invite out too. This make the world around your Sims feels so much more alive.",Recommended
713,모두함께 놀아요 리뷰,"This is basically bringing Sims 2: Nightlife back, it's nostalgic.
The new world Windenburg is heavily based on central and southern regions of Germany.
Been waiting for a Europe based world again like Sims 2 had with Veronaville. So that alone is 10/10
Overall great DLC can never go wrong with creating and joining Clubs where you can set rules and customize their hangouts.",Recommended
714,모두함께 놀아요 리뷰,"Okay, so this expansion surprised me. I picked it up because it was with other stuff, and it's actually turned out to be one of my top favorite expansions for Sims 4.
Now, that said, this expansion does not feel strongly focused. I don't use most of its parts together. But each piece - Windenburg, Clubs, the various Sim options (traits, clothes), especially the Clubs, the build options - they are all fantastic. Particularly the Clubs, the on-demand friends at all hours are basically OP, and then you get a ton of buffs for calling them over! OP aside, they're an incredibly useful tool to organize Sims friends and social groups, and help make the Sims social lives more cohesive.

The Clubs feature is extremely well made - There are a handful of pre-made clubs your Sims can join, but you can also make your own, and they've done an *amazing* job of including every skill / activity / action in the game, and making sure that everything from packs after this one is included.",Recommended
715,모두함께 놀아요 리뷰,"Very good can create clubs or join them my sim just joined a Avant Garade club, all i know is Avant Garade had some good punk musicians.

You can even sleep and pee in a bush enough for me too be happy just for that.

You can even learn too dance or become a DJ alot of cool new clubs and a really cool world.

Very good expansion one of the best and a def to get from me",Recommended
716,모두함께 놀아요 리뷰,Really disappointed because I heard a lot of good things about this expansion. I guess its because the clubs aren't as creatively free as I thought it could be. At least the town and the townies are nice :P,Not Recommended
717,모두함께 놀아요 리뷰,this is goood addon,Recommended
718,모두함께 놀아요 리뷰,"There's a sore lack of reviews thus far on Steam so -

Welcome to the Sims 4: Get Together!

Want to be social and have fun with your sim friends? Of course not! Want cheap (free) labor to cultivate that colossal garden you've made? 'Course ya do!

Sims 4: Get Together is something I'd likely call mandatory for the Sims 4 experience. If you can nab it on sale, I'd recommend to do so. This'll be providing you with the ability to easily group your sims up for shared projects (writing, art, gardening, etc.) or if you're looking to practice specifically for other packs as well (Vampires/Spellcasters). It can be quite nice to set up house parties, gym groups, and everything in between.

I'd recommend this only if you've got the spare cash, or wait for sale to improve your gameplay.",Recommended
719,모두함께 놀아요 리뷰,You will NEED this one. Like... it's one of the mandatory picks for sims 4.,Recommended
720,캠퍼스 라이프 리뷰,"Played University for 3 hours with my sim. University gave me 2 other sims I didnt even want control over. after those 2 sims were done with school, It forced me to switch do that different sim and I could play as my sim anymore",Not Recommended
721,캠퍼스 라이프 리뷰,"Very buggy, my sims can only attend university from their home as there is a glitch when they move into halls. Many others have the same issue and EA will not refund or fix it https://answers.ea.com/t5/Bug-Reports/OPEN-Can-t-use-split-from-household-and-move-LE-add-knows-career/m-p/14147174",Not Recommended
722,캠퍼스 라이프 리뷰,"I bought this expansion pack (on sale, of course) and was so excited to experience the University life. I didn't want to rush right into it though, so I created a family and raised a Sim from baby to young adult (about 2 weeks of real life game play) just to try, and fail, at getting the Sim enrolled in University. There are so many glitches and I can't get my Sim to move out of her household and into a University dorm. I have been Googling and trying fixes for the past hour and nothing has worked. I just want to experience University. Can EA please stop pumping out more half-baked expansion packs and work on fixing the existing ones?",Not Recommended
723,캠퍼스 라이프 리뷰,not that good,Not Recommended
724,캠퍼스 라이프 리뷰,Not Worth. bought it just to complete,Not Recommended
725,캠퍼스 라이프 리뷰,"Aside from SOME the build mode and CAS items, this sucks so bad bro... actual play style with this pack is so repetitive and boring. If you rly do want it, just go for it while its on sale. Like pretty much all Sims DLC its not worth full price lol",Not Recommended
726,캠퍼스 라이프 리뷰,This Sims 4 is recommended for those that don't experience university life. You get to experience university after you graduate from high school or when your sim is a young adult or adult. They have university clubs but I joined the Secret Society. 1. You need to offer high quality offerings to your university statue. 2. You need to clean the university statue from graffiti. You get to join the Secret Society if you do those two tasks. The Secret Society is called Order of Enchantment.,Recommended
727,캠퍼스 라이프 리뷰,"I like where EA tried going with this pack, like the pack isn't bad but it isn't good either. It's meh, I liked how they added three careers to the game. Lawyer, Engineer, and Teaching career. Which are very great careers, but I wish the game-play wasn't so repetitive and there's hardly anything to do once your sim is in there second or third year of university. Like I understand you can leave/graduate at any time but it's just so repetitive. Do I recommend this pack to be your first? No, not really... I recommend getting this pack when you got the packs that are pretty much is needed to make your game more playable for you. Honestly, just get this pack when it's on-sale. It's not worth your 40 dollars!",Not Recommended
728,캠퍼스 라이프 리뷰,"The campus is absolutely dead and it doesn’t feel like a real university. It’s not as good as it looks or sounds and I’m so disappointed with this one, it could have been a great one.",Not Recommended
729,캠퍼스 라이프 리뷰,bão,Recommended
730,캠퍼스 라이프 리뷰,I got this yesterday it was on sale. university is really easy my sim got her Drama degree. its take a long time to get your degree tho i love this DLC i will have all my sims from now on to go to university. get the DLC when its on sale tho,Recommended
731,캠퍼스 라이프 리뷰,just more buildings and hardly anything else. just more basic interactions. first dlc i bought for sims and never buying another,Not Recommended
732,캠퍼스 라이프 리뷰,"This is quite controversial.. this is my least favourite expansion pack(I felt bad lmao) Cas are very nice ngl, it's probably one of the main salepoint, every single of my sims use the cas from this pack. Bbs are ok for me, but it's nice. The world Britechester is actually beautiful, but I would never visit it if my sim is not enrolled in the university.. The main gameplay, university, is super boring for me, and it's a rabbithole too, everytime after the school, all my sim need to do it study and do the homework, no time for entertainments(yeah very realistic). The concept is great, but imo it's only good on the paper, if you want to play as a university student, sure maybe the pack it's for you, but not for me, this is just my opinion. Oh I forgot to mention about roommate, I actually liked that too.",Not Recommended
733,캠퍼스 라이프 리뷰,"This is BY FAR the most useful expansion pack when it comes to build mode, CAS and social gameplay. The actual going to university needs work, with commands failing and what not (the whole game needs work there!) But I wish the dev's would bundle this with city living, or better yet, instead of seasons (the most unnecessary expansion) bundle it with the base game!",Recommended
734,캠퍼스 라이프 리뷰,literally got it and never played it again. ive had it for a while just never touched the game. it sucks but the outfits are cute. wish they put more effort into the dlc.,Not Recommended
735,캠퍼스 라이프 리뷰,"I love how you can finally visit a school and actually do stuff with your sims instead of fast forwarding the day away. Although this is only for sims above teen years, it's a pretty great DLC! The only thing that bugs me the most is some of the glitches I experienced while playing. Mainly bike glitches, class schedule glitches, even homework glitches are something to consider. Although, I do not know if this will be the same for everyone as my device is pretty weak on storage! Overall, I think this game DLC is so fun to play with and I highly recommend it since it's extremely underrated, in my opinion.

Tip: If you can't afford it wait until the sims DLC section goes on sale, I got a lot of the $40-$50 ones for only $19 or $15 bucks! It goes on sale a lot on steam so keep an eye out and maybe put it on your wishlist so steam will remind you.",Recommended
736,캠퍼스 라이프 리뷰,Honestly to start off it is a lot of work for some people but definitely fun and enjoyable and great for money wise when looking for a career later on for you're sim in the long run,Recommended
737,캠퍼스 라이프 리뷰,I actually cannot access this DLC I have already bought it on origin and have played on pc for a while but have recently moved to mac and I was only able to download certain packs and for some odd reason this pack was not one of them and It would be sad to know I bought this and I cant play with it on my mac while other packs work just fine,Recommended
738,캠퍼스 라이프 리뷰,"I really enjoyed this pack, but my biggest gripe with it is if you're bringing a vegetarian to the university, be prepred to get fat. Because the only food they will be able to eat is cakes, cookies, cinnemon roles and the occasional omelet. I don't understand why the cheaper university apartments don't have kitchens. Especially since I went to school for culinary arts...

Besides from that, this was lots of fun. Takes some time to understand where to find certain events. This is definitly worth it when it's on sale!",Recommended
739,캠퍼스 라이프 리뷰,Boooring,Recommended
740,캠퍼스 라이프 리뷰,horrbile experince want a refund now,Not Recommended
741,캠퍼스 라이프 리뷰,"Biggest complaint: The roommate function has been bugged from the start for me. Potential roommates have not shown up at all after placing an ad for them. I really wanted to use this for my Sim's college experience. It's been very infuriating trying to do different things that might get it to work. I can still add people as roommates if I'm friends with them already, but I wanted the option to add strangers. It was one of the new features included with the pack, and it's broken :(
My dog also started being upset 100% of the time for no apparent reason after I moved him to the new world.
There are several other noticeable and frustrating bugs.
The price for this DLC was too much money for how many problems it has. The university (taking classes, joining organizations, etc) aspect is fun, but the joy is sucked out by having to deal with all the issues it has.",Not Recommended
742,캠퍼스 라이프 리뷰,"It's hard to get full credits, I studied all day long and finished all my homework ended to be A+ and three F's. Also the better exception mod kept alarming me that scholarship and consultant function have some errors, now my saves were all broken. Anyway, this dlc really sucks.",Not Recommended
743,캠퍼스 라이프 리뷰,Not sure if this is a hot take but at this point this should be in the base game,Not Recommended
744,캠퍼스 라이프 리뷰,"Recently, I bought it at 50 percent off. It shows in inventory but I play the game and it doesn't have this expansion that I bought. and update all the time, but there is no this sector and map this university to play, what should I do?",Not Recommended
745,캠퍼스 라이프 리뷰,"This pack is really good, It is hard work getting your Sim through their classes and when you finally graduate and get the career you studied for you feel like your Sim earned that spot in their job! If you play The Sims to create detailed and interesting stories then this is a good pack for you, who wouldn't want to have pictures of their Sims college years around the family home or the things they collected?",Recommended
746,캠퍼스 라이프 리뷰,waste of time,Not Recommended
747,캠퍼스 라이프 리뷰,"discover university is a pretty good pack in my opinion. however, it doesn't add much more to the game besides... well... university!
the university gameplay is actually pretty stressful. I had to turn on long lifespan and use mc command center to tweak the difficulty because i was STRESSED. keep in mind university takes a very long time to complete, i think the fastest you can complete it and get a degree is 3 in game weeks (which is the majority, pretty much all, of the young adult lifestage). the job benefits you get from having a degree are pretty nice though.
one of the main attractions to this pack is the idea of campus life and dorms, which is pretty lackluster in the game. dorms are annoying and you don't even really have a room to yourself because the entire dorm hall are considered your roommates and will walk into your room all the time and like never leave (and your sim will autonomously go to the other rooms to do everything nonstop). you can always lock the doors for everyone but your sim, but then you can't have an actual dorm roommate and you'll have to cheat and remove a bed. Also, societies are kinda fun, but most of the society events you can attend aren't very functional and half of the time what is supposed to be happening will not be happening (ex. art society figure painting event. half the time none of the easels are even set up and you can't set them up yourself.)

The CAS is pretty cute and you can use a lot of it beyond just uni centered gameplay. however, most of the build/buy is very uni centered and don't really work the best outside of decorating a dorm.

one of the best parts of this pack to me is honestly bikes. i LOVE bikes.

this pack is pretty self explanatory and if you think you would like it, you probably will. if you aren't so sure, you probably won't.",Recommended
748,캠퍼스 라이프 리뷰,I like this pack because you have lots of choices. You can choose to work at home or work on campus. Your teen sim can apply to college when near aging up. Your teen sims can apply to college a week before aging up. They can apply to college by just using a computer. Teens can apply for scholarships at any time of their teenage stage. Also you can go to college at any age. Once your teens turn into a young adult they can go to college (If they were accepted into one). There a two types of degrees a distinguished degree and a normal degree. Which degrees is distinguished is different at each college. There are only two colleges. Scholarships your sim can get depend on their skills or household income. You wanna apply to college as soon as you can. Because it takes a couple days to process the college application. Your teen needs to have good grades to get a distinguished degree. If you get a job after you finish college related to your degree it pays more money. And you get a one time bonus once you have the job.,Recommended
749,캠퍼스 라이프 리뷰,"This DLC has it's flaws however still worth the money and time. I struggle to complete a 4 class term without the moodlet cheat, however you can take 1 class per term if you want to take it slower and actually make it to class after travelling to the food court for scheduled meals. Apart from that its just as good, if not better than sims 3 universities. This isnt a one and done DLC, you'll be coming back for more.",Recommended
750,캠퍼스 라이프 리뷰,"big waste of money, you can earn things without this DLC so much easier. plus very confusing. So for me a big no",Not Recommended
751,캠퍼스 라이프 리뷰,"Not bad. Cramming up 4 lectures to finish a degree in 3 terms felt like my real college days.
Drinking vodka, writing essays, drinking more vodka, researching papers, drinking even more vodka...

But still not worth the full price. Try when it's on sale.",Recommended
752,캠퍼스 라이프 리뷰,this game ♥♥♥♥♥♥♥ sucks,Recommended
753,캠퍼스 라이프 리뷰,جيد,Recommended
754,캠퍼스 라이프 리뷰,very buggy and lacks the amount of content to be worth $40.00,Not Recommended
755,캠퍼스 라이프 리뷰,I make Julia and Becca date and then get married,Recommended
756,캠퍼스 라이프 리뷰,"I'll admit I didn't enjoy this expansion pack at first because when it's handed to you it feels a bit bland, but I tried personalising it a bit more.

My sim attended UBrite which I transformed into a Victorian women's college and it honestly is some of the most fun I had in a while playing the game, I didn't even want my sim to graduate. You can revamp the dorms completely if you wanted with bb.enablefreebuild, and edit each of your roommates to be whatever you want to follow whatever storyline.

Having the Academic Scholar aspiration really livens up the gameplay, and it's actually kinda stressful trying to get a good GPA, trying to complete all your homework and trying to attend all your classes. It all feels extremely thought-out and realistic too, everything from actually applying to the universities to the different degrees. I'm definitely gonna get a lot of gameplay out of this and keep attending UBrite for my historical playthrough.

As a golden rule though- always buy on sale!",Recommended
757,캠퍼스 라이프 리뷰,this pack is ♥♥♥♥ wasted my money,Not Recommended
758,캠퍼스 라이프 리뷰,"Terrible design with new bugs that sit on top of bugs in the core Sims 4 game. Bad pace, bad added game mechanics, odd choice in campus design (no coffee, no restaurants - still, long walks across campus wile instant teleport off of campus). Jobs added targeting degrees have terrible mechanics.

As was mentioned in other reviews, feels like a cash grab.",Not Recommended
759,캠퍼스 라이프 리뷰,"I really think a lot of people just like to complain. I've been playing this since it came out on Xbox and I have never had a problem with it. The game play is fairly realistic. Homework is much more difficult and time consuming, just like real college. Activities and events are fun, there's competitions and opportunities to meet new friends. You can go speak with your professors and take extra classes and tutor student. Be aware, tutoring is an all day/night event. You have to work a full shift to be considered finished, much like a real tutor on campus. Foxbury is my one complaint, never ever live on campus at that school. And especially Never ride a bike there. Learn where your classes are, don't start school in the middle of the week, and establish a routine for your homework and you will be fine! College is a difficult time for everyone, why should it be easy for your sims?",Recommended
760,캠퍼스 라이프 리뷰,"Really cool concept and gameplay, but takes a lot of your time in game and if you don't want to be stressed by uni work maybe don't get this one haha. For me it gets a 6/10.",Recommended
761,캠퍼스 라이프 리뷰,i spend most of the time looking for the homework book,Recommended
762,캠퍼스 라이프 리뷰,"I would recommend this pack, but only with the ""no autonomous toilet prank"" mod. Is it the best pack? Probably not, but it does have plenty of descent CaS and build items as well in addition to more things you can when it comes to gameplay. I get that the actual university experience may not be very good, but Brichester neighborhood is not the main reason why I am getting this as one of my later packs. It is because of allowing me more options for what I can do with the game; although, I did not actually purchase this game until there was a 50% discount and part of it is because I am not 100% certain if it is worth getting. I have personally been debating as whether I should get this pack next or high school years as an expansion pack, but high school years possibly could have bugs too.",Recommended
763,캠퍼스 라이프 리뷰,very trash,Not Recommended
764,캠퍼스 라이프 리뷰,"Nah this is actual trash. You do homework, go to class and yeah that's it. The organizations are boring and don't add much gameplay. Yes the CAS is good but its not a kit. 1/10.",Not Recommended
765,캠퍼스 라이프 리뷰,eh,Not Recommended
766,캠퍼스 라이프 리뷰,"I love the university packs for the Sims and think at this point it's just part of the game. This version didn't really add anything to the University world. I would like to see EA/Maxis add in something like grad degrees where you have to get them to be something like a doctor or lawyer. It would also be nice for certain careers to require a baccalaureate and some careers to stop progression without a degree. I am also disappointed they took out the fraternity and sorority houses.

Overall still adds a needed depth to the game, just not as well as previous versions.",Recommended
767,캠퍼스 라이프 리뷰,The clothes and the furniture are very nice! The university stuff is kinda weird but with time you understand what ur doing and the game is a little buggy but in gen its a good pack!,Recommended
768,캠퍼스 라이프 리뷰,"I want to say i recommend it, but there is one feature that i simply cannot get over, which brings me to my bad review. Cas items? Great! some of the best out there. Build items? eh they are okay. Gameplay is meh.. but one feature.. ONE FEATURE.. Pranking toilets.. I cannot get over this, My sims will prank their own toilet, it explodes makes them upset, and COSTS ME MONEY, in one of my worlds i have spent 2,000 DOLLARS on repairing toilets, my sim DOESNT HAVE TIME to repair it herself. The worst part is she's doing it herself- It is infuriating and I cannot recommend this pack.",Not Recommended
769,캠퍼스 라이프 리뷰,Cheaper than real college,Recommended
770,캠퍼스 라이프 리뷰,Fun game. Has a lot of programs to choose from for careers. I personally love it,Recommended
771,캠퍼스 라이프 리뷰,"Horrible. As soon as I downloaded and installed it took my game an extra 30 minutes to run up and had incredible lag. Sorted through all expansion packs, mods, cc etc to find out this was causing it. Disgusting",Not Recommended
772,캠퍼스 라이프 리뷰,"How can you not recommend this amazing DLC?
I understand that in your past experiences The Sims 3 University Life were unforgettable, but this experience with Sims 4 IMO, is undoubtedly indispensable for the gameplay.
There is a few points i have to warn you though:

You better use the build mode before enrolling to the university. Because once your character is in the campus, you won't be able to open the build mode no more. And the place you stay really looks OLD, so you gonna prefer making it more modern and livable in your own kinda way. And no complaints about it;




Here's my sims family story including this DLC:",Recommended
773,캠퍼스 라이프 리뷰,The Sims series is an amazing game series that has a very talented/passionate development team. My review is not aimed towards them but their publisher which is well known for figuring out very creative ways to monetize every single aspect of their products where such beauty becomes so soulless. It does not help they obviously are at the developers throats to pump out as much content as they possibly can to fill up Their wallet.,Not Recommended
774,캠퍼스 라이프 리뷰,"Bought it for the items not the game-play.
If you're one of those who likes to play to build; the items are unique!",Recommended
775,캠퍼스 라이프 리뷰,Happy Chinese New Year !,Not Recommended
776,캠퍼스 라이프 리뷰,It is a very fun addition to the game!,Recommended
777,캠퍼스 라이프 리뷰,"Sims games are fun, but ea's new game pack makes me angry. The Chinese New Year became the Korean Lunar New Year. This is obvious theft. The poster after the change is still Hanbok. Chinese players aren't crazy to attack everywhere, it's just that our culture has been clearly stolen. For example, if other foreigners say that sushi is Korean, aren't Japanese angry? If pasta is Korean, aren't Italians angry? If fried fish is Korean, aren't the British angry? If Oktoberfest is Korean, aren't Germans angry? If the Russian matryoshka dolls is Korean, aren't the Russians angry? Chinese are not aggressive peoples, we just want to protect our culture！！！！！！",Not Recommended
778,캠퍼스 라이프 리뷰,Happy Chinese New Year,Not Recommended
779,캠퍼스 라이프 리뷰,"My textbooks costed $500 each

10/10 realism",Recommended
780,캠퍼스 라이프 리뷰,"if you live by yourself and want to live on campus you have to sell your house first.
If you want to get a high degrees or whatever you have to keep grinding those credits. It takes a long time and its pretty boring just like real life.
Food appears on tables and I dont know where it comes from but they get expired fast and they just sit there.
The campuses are kinda small and meh.
In my 200 hours of sims 4 ive only ever went to school once. Degrees seem useless.
Do I reccomend it? I dont know. For me I just like having lots of stuff to do in sims 4. I wish there was a meh button so ill vote yes, but my vote is meh.",Recommended
